perp_fine_tuned,perp_fine_tuned_lower,perp_pre_trained,log_fine_tuned_score,log_fine_to_log_pre_score,pre_to_fine_score,log_lower_score,lower,zlib,zlib_pre,Min_5.0% Prob,Min_10.0% Prob,Min_20.0% Prob,Min_30.0% Prob,Min_40.0% Prob,Min_50.0% Prob,Min_60.0% Prob,label,text
9.313897132873535,13.664433479309082,11.287450790405273,-2.2315076001437673,0.9207060988367683,1.2118934350870219,0.8534154451399207,1.4671016100317735,31.368927444159354,28.881562811805598,9.543020248413086,9.543020248413086,7.8851931889851885,6.249038934707642,5.137910195759365,4.267366515265571,3.920061731338501,1.0,Which viral pathogens are most commonly associated with viral myocarditis?
9.797286033630371,9.55435562133789,10.255005836486816,-2.282105411979013,0.9803843902468851,1.046719040485831,1.0111246377107583,0.9752043156177546,45.571952747709624,44.67803110692316,8.117919921875,7.775102774302165,6.6918423516409735,6.039792013168335,5.294306635856628,4.411346246798833,3.8664433800038838,1.0,|What type of stain can be used when performing Immunohistochemistry to identify neuroblastomas, medulloblastomas, and retinoblastomas?|
8.275235176086426,9.257429122924805,7.323869228363037,-2.1132673409301512,1.0613360410888042,0.885034572736661,0.9496011021544296,1.1186907593486526,134.38905456940336,142.63194714235783,8.804510498046875,7.62880129814148,6.418811774253845,5.494679506619772,4.678017412743917,4.04689634547514,3.4905577218923414,0.0,|The influence of spread of spinal anesthesia on the duration of spinal blockade has been suggested but never investigated specifically. Because elimination of local anesthetic from subarachnoid space is probably dependent of the surface available for its diffusion and vascular absorption, the current study was designed to evaluate the hypothesis that with a same dose of hyperbaric bupivacaine, a higher anesthetic level would result in a shorter duration of spinal blockade than a lower level.|
12.65848445892334,16.621734619140625,11.022007942199707,-2.5383276985645797,1.0576832571585861,0.8707209759561673,0.9030909118949013,1.3130904156084398,32.69869372931492,34.584860888452845,12.04638957977295,10.723793506622314,8.564659881591798,7.300787380763462,6.018245649337769,4.922744136590224,4.3329524000485735,1.0,|Among all branchial arches, which arch gives rise to the stylohyoid muscle and stylohyoid ligament?|
17.866043090820312,31.596092224121094,17.797138214111328,-2.882901877166379,1.0013421871212356,0.996143249159385,0.834889646920209,1.7684997211472846,24.62796273516819,24.6610180695736,8.063993453979492,8.063993453979492,7.819427490234375,6.907516598701477,6.5383271217346195,5.526952641350882,4.94946264475584,1.0,Is there a specific treatment available for Dry Macular Degeneration?
14.084367752075195,21.889970779418945,15.58899974822998,-2.645065512289258,0.9630447523978294,1.1068299282325322,0.8571098570835385,1.554203295791795,52.92874575300498,50.972750848430344,9.20755386352539,8.941299756368002,7.663429816563924,6.694087081485325,5.768303724435659,5.119867078959942,4.482722614940844,0.0,Timely provision of evidence-based recommendations through computerized physician order entry with clinical decision support may improve use of red blood cell transfusions (RBCTs).
20.612295150756836,25.630659103393555,24.059457778930664,-3.0258877497287213,0.9513790113165284,1.167238175223163,0.9328250113675806,1.243464588292219,26.438522052634703,25.15305497110584,9.669791221618652,8.818619728088379,7.484751224517822,6.497564792633057,5.7148416340351105,5.0326049566268924,4.512196660041809,1.0,What is the blistering skin disorder that is characterized by a targetoid rash and bullae?
9.956597328186035,15.72823715209961,8.092206001281738,-2.2982353795101527,1.0991601064835372,0.8127481442252957,0.8340666700110733,1.579679948246445,30.458150903115868,33.47838438996048,8.827354431152344,8.59444522857666,8.186503410339355,7.4574737548828125,6.139277890324593,4.556368365883827,3.869810761167453,1.0,Is Staphylococcus saprophyticus sensitive or resistant to Novobiocin?
12.371210098266602,18.67993927001953,10.520536422729492,-2.5153720068636836,1.0688568392060138,0.8504047978462174,0.8592364859240128,1.5099524720412663,29.419107709744942,31.44481447889925,8.02615737915039,7.331463813781738,6.829552888870239,6.448087851206462,5.564906537532806,4.8165823221206665,4.1452240695556,1.0,How should patients with uncomplicated biliary colic undergo cholecystectomy?
15.644545555114746,22.250574111938477,17.54684829711914,-2.7501223294068424,0.9599451821734708,1.1215952700768905,0.8864591489119514,1.4222576190245417,27.271514142491366,26.17915861166026,7.959539413452148,7.959539413452148,7.795362154642741,7.357276678085327,6.048535505930583,5.11314532160759,4.6875218815273705,1.0,What is the recommended treatment for respiratory failure secondary to flail chest?
4.719403266906738,8.106212615966797,4.611271381378174,-1.5516823651021503,1.0151643465522548,0.9770878055099034,0.741498403230523,1.717635081708093,174.6491460461752,177.29758622187478,10.574863195419312,8.467992663383484,5.921763496398926,4.604374701912339,3.678583847284317,3.071396816161371,2.5691578270991644,0.0,|Tests for hepatitis B virus (HBV) DNA are expensive, and levels of hepatitis B surface antigen (HBsAg) can help determine the risk for hepatocellular carcinoma (HCC) in patients with chronic HBV infection. We investigated how adding data to knowing the level of HBsAg or excluding measurement of HBV DNA affected the accuracy of the Risk Estimation for Hepatocellular Carcinoma in Chronic Hepatitis B (REACH-B) scoring system in determining the risk for HCC.|
5.13106632232666,5.818613052368164,4.435399532318115,-1.635313497685423,1.0978075112702903,0.8644206201386425,0.9285951126221631,1.1339968511125653,220.75277951961465,242.34405949042727,6.981527805328369,6.204008483886719,5.232234867413839,4.342012675603231,3.6689760307470958,3.1426528104146323,2.6968608021736147,0.0,|We have previously demonstrated that oleuropein (OL) and hydroxytyrosol (HT) reduce 17β-estradiol-mediated proliferation in MCF-7 breast cancer (BC) cells without affecting the classical genomic action of estrogen receptor (ER), but activating instead the ERK1/2 pathway. Here, we hypothesized that this inhibition could be mediated by a G-protein-coupled receptor named GPER/GPR30. Using the ER-negative and GPER-positive SKBR3 BC cells as experimental model, we investigated the effects of OL and HT on GPER-mediated activation of downstream pathways.|
26.58371925354004,40.0469970703125,30.286396026611328,-3.280298970266015,0.961767461936981,1.139283624603364,0.88895697591115,1.5064482395547272,19.510416757778007,18.764484006460897,9.543611526489258,9.543611526489258,8.378552675247192,7.099361538887024,6.662647533416748,5.887764079230172,5.483268082141876,1.0,Which type of hernia is commonly linked to abdominal trauma?
23.901092529296875,29.305526733398438,24.51256561279297,-3.173924170415561,0.9921037104903063,1.0255834783596849,0.939649063154956,1.2261166177854443,32.7670084148177,32.508270630007736,11.612739562988281,10.401718139648438,8.003420162200928,7.28307444708688,6.4477561712265015,5.861675560474396,5.089055013656616,1.0,What specific finding on microscopy is typically observed in individuals with bacterial vaginosis (Gardnerella infection)?
20.274272918701172,19.25020980834961,19.752704620361328,-3.009352738381942,1.0087360966907828,0.974274377166012,1.0175250697296054,0.9494895272221102,24.257708001106703,24.469625683701143,11.744309425354004,9.701961994171143,8.311571836471558,7.685569365819295,6.824158489704132,5.806377935409546,4.989938303828239,1.0,With which class of antimicrobials is Aztreonam particularly synergistic?
5.9543375968933105,8.84919261932373,5.4093852043151855,-1.7841199618415953,1.056858302624431,0.9084780827908624,0.8182812007921603,1.4861758298590286,81.83306230669412,86.48595132801204,9.473636865615845,8.034499049186707,6.449635399712457,5.209976682296166,4.198732766840193,3.4758380755134253,3.0148277122665337,0.0,|To investigate the expression and clinical significance of programmed cell death 4 (PDCD4), a novel metabolism-associated gene, during polycystic ovary syndrome (PCOS) pathogenesis.|
7.156611919403076,8.654304504394531,8.169717788696289,-1.9680366733660832,0.9369665176535936,1.1415622197630237,0.9119484936983027,1.209273969562454,39.12528716667715,36.659084068758325,10.136495590209961,9.839757919311523,7.457393765449524,5.61206453187125,4.799001693725586,3.8157565842072168,3.3308730913060054,1.0,Which immunoglobulin can be secreted in response to thymus-independent antigens?
10.115070343017578,15.28608226776123,10.415098190307617,-2.314026424922525,0.987525873717441,1.0296614691856443,0.8485790240856791,1.5112185827074545,50.993367547196755,50.357269840840075,11.058753967285156,9.640069802602133,7.055303505488804,6.049109805714,5.231419086456299,4.463027445893538,3.8509954887887705,0.0,Incidental paradoxical antiepileptic effect of levetiracetam has been described. The aim of the present study was to identify the epilepsy patients at risk.
9.225595474243164,12.007450103759766,10.044109344482422,-2.2219817378967854,0.9631534054350472,1.0887220637978825,0.893967947436632,1.3015365931969627,34.20370145433226,32.94341153422379,9.543020248413086,9.543020248413086,8.421609242757162,6.574836301803589,5.279721174921308,4.36724113755756,3.7293096726590935,1.0,Which test is considered the most specific for detecting Mycoplasma pneumoniae?
29.6713809967041,48.50407409667969,35.20626449584961,-3.390182978440435,0.9519712730058892,1.1865394637263538,0.8733875808044433,1.6347090181635806,23.302577029733623,22.18338391931331,7.607291221618652,7.607291221618652,6.72747802734375,6.201531410217285,5.927955389022827,5.323271334171295,4.886381649971009,1.0,What is the recommended approach for managing a pregnant woman with a suspected luteoma?
8.666744232177734,11.372879028320312,7.477477073669434,-2.159493199179984,1.0733625368241084,0.8627780944437231,0.888230186833769,1.3122435280938936,106.50647109578165,114.32005600355177,11.207176923751831,9.486229048834907,7.401304772025661,6.136121613638742,5.024265797514665,4.238431470191225,3.567672226512641,0.0,|Transannular patching (TAP) frequently accompanies primary repairs (PRs) in symptomatic neonates with tetralogy of Fallot (TOF). If a systemic-pulmonary shunt (SPS) facilitates the growth of the pulmonary valve annulus (PVA), patients with a marginally small PVA could benefit from a staged repair in terms of lowering the risk of TAP.|
10.487194061279297,12.685215950012207,9.428607940673828,-2.3501548996185284,1.0474235128390037,0.8990591654526573,0.9250985948153998,1.2095910379734864,52.762479622142095,55.26466175192042,7.962693214416504,7.342655499776204,6.593216691698347,5.992125797271728,5.214512160846165,4.379984405305651,3.8888515517825173,0.0,To investigate the relationship between Bcl-2 protein expression and cell proliferation at single-cell level in B-cell lymphomas using double-labelling techniques.
20.770992279052734,30.18476676940918,21.171424865722656,-3.033557411376254,0.9937447914255529,1.0192784524345404,0.890301448947669,1.453217369872604,23.734510423303735,23.586046110193585,7.634451866149902,7.634451866149902,7.590189456939697,7.203397154808044,6.436879833539327,5.486243516206741,5.043682787153456,1.0,What is the recommended medication regimen for treating infectious endometritis?
